id,ลำดับ,ประมาณการติดตั้ง Solar cell,KW_PK,ตรวจสอบสถานที่,ชื่อโรงเรียน,ที่อยู่,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,รหัสไปรษณีย์,จำนวนนักเรียน,ภาค,สังกัด,เขต,กฟภ,อัตรา,CA,Status,status_date,activity,activity_date,การติดต่อ 15%,การเจรจา 30%,ความสนใจ 30%,กำลังติดตั้ง 25%,Score 10คะแนน,การดำเนินงาน,E-mail,วันที่ดำเนินการ,ดำเนินการโดย,ชื่อผู้ประสานงานโรงเรียน,ตำแหน่ง,เบอร์ติดต่อผู้ประสานงาน,ชื่อผู้อำนวยการโรงเรียน,เบอร์ติดต่อ ผอ.,ค่าฟ้าเฉลี่ย/เดือน,สถานะดำเนินการของ กฟภ.,ผู้ลงทุน,กลุ่มขนาดติดตั้ง,ชื่อผู้ติดต่อสังกัดสถานศึกษา,เบอร์โทรองค์กรสังกัดสถานศึกษา,เลขที่,วันที่,เลขที่ ศธ,วันที่ตอบกลับ,เลขที่ใบปะหน้า,วันที่ใบปะหน้า,เลขที่หนังสือ,วันที่หนังสือ,เลขที่ ศธ ข้อเสนอ,วันที่ข้อเสนอ,Simulation,ข้อเสนอโครงการ,ข้อเสนอโครงการที่ออกจาก PEA,PEA,Focus,อาจารย์โจ้,check,Latitude,Longitude,chk,statusArr,activityArr,meterArr,รวมKW_PK,ความเข้าใจในโมเดล ESCO (10%),ระดับความร่วมมือของโรงเรียน (10%),การตัดสินใจและอำนาจภายใน (10%),ความพร้อมในการให้ข้อมูล (10%),การค้างค่าไฟฟ้า (10%),หมายเหตุของโรงเรียน,พื้นที่ติดตั้งที่มีอยู่ (10%),สภาพวัสดุมุงหลังคา (10%),สภาพโครงสร้าง (10%),จุดเชื่อมต่อและการเดินสายไฟ (10%),การเข้าถึงหน้างาน (10%),หมายเหตุของพื้นที่,รวมคะแนน,link หนังสือเชิญ,link หนังสือตอบรับข้อเสนอ,link ข้อเสนอโครงการ,
84,147,450,447.91,,โรงเรียนวัชรวิทยา,93 ซอย เทศบาล 2,ในเมือง,เมืองกำแพงเพชร,กำแพงเพชร,62000,1814,กลาง,สพม.กำแพงเพชร,,กฟน.2,3224,20009442498,ส่งข้อเสนอโครงการและร่างสัญญา,,นัดหมายเพื่อนำเสนอโครงการ+สำรวจ,,6,5,6,10,6.7,รอง ผอ.มีแนวโน้มว่าจะยังไม่เข้าร่วมโครงการ,,8-11 Apr,ออมสิน,นายธนายุทธ คลังวงษ์/นัทการ,ผู้อำนวยการสถานศึกษา/รองผอ.,089-0062455/088-2729822,นายธนายุทธ คลังวงษ์,,,,I2,,นายวันชัย เกิดมีโภชน์,056-713763-4,883,2024-03-01,๐๔๒๙๔.๐๒/๑๕๖,2024-02-27,๕๓๐๓.๑๐/๔๕๐๒๒,2024-06-25,,,,,Nop,Nop,45473,1,M000394,อาจารย์โจ้,ไม่ซ้ำ,,,"File Phat,add","[{""status"":""สนใจนำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""2024-02-27""},{""status"":""กฟภ. ส่งข้อเสนอโครงการ+ร่างสัญญา"",""date"":""2024-06-25""},{""status"":""นำเสนอข้อเสนอโครงการ"",""date"":""2024-07-09""}]","[{""activity"":""ส่งหนังสือเชิญ-ไปรษณีย์"",""date"":""""}]","[{""ca"":""20009442498"",""kw_pk"":""447.91"",""rate"":""3224""}]",447.91,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/ETqmT7ASiRJDtmbOB4VrqQABfbF8k_Ic9ChrA1eBjsUIJg?e=1RLPPH,,https://moevethailand-my.sharepoint.com/:f:/g/personal/sarayut_s_moevedigital_com/Eg2kZLkfKZdFhcl6Gb1u2oUBin_0l56DjC7dQ7h5qAU4aQ?e=5Hw0kw,
85,149,70,68.97,,โรงเรียนสลกบาตรวิทยา,1449 หมู่ 1,สลกบาตร,ขาณุวรลักษบุรี,กำแพงเพชร,62140,719,กลาง,สพม.กำแพงเพชร,,กฟน.2,3224,20009792064,,,,,,,,,,,,,,,,,,,52603.34,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,15.9945378,99.7970764,File original,,,,,,,,,,,,,,,,,,,,,
86,150,250,244.09,,โรงเรียนอนุบาลกำแพงเพชร,หมู่6 ถนนชากังราว,สระแก้ว,เมืองกำแพงเพชร,กำแพงเพชร,62000,1611,กลาง,สพป.กำแพงเพชร,1,กฟน.2,3224,20009430227,ส่งข้อเสนอโครงการและร่างสัญญา,,นัดหมายเพื่อนำเสนอโครงการ+สำรวจ,,6,5,6,4.5,5.3,รอรร.อื่นติดตั้งก่อน,,8-11 Apr,ออมสิน,นายไพบูลย์ ปิ่นจุไร,รองผู้อำนวยการสถานศึกษา,087-3119309,นายอุดม ลีลา,,,,I2,,นายนิราช แสนสุภา,0-55705123–8,1005,2024-03-11,๐๔๐๒๓.๐๐๔/๐๗๙,2024-03-07,๕๓๐๓.๑๐/๔๕๐๒๑,2024-06-25,,,,,Nop,Nop,45473,1,M000396,อาจารย์โจ้,ไม่ซ้ำ,,,"File Phat,add","[{""status"":""สนใจนำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""2024-03-07""},{""status"":""กฟภ. ส่งข้อเสนอโครงการ+ร่างสัญญา"",""date"":""2024-06-25""},{""status"":""นำเสนอข้อเสนอโครงการ"",""date"":""2024-07-09""}]","[{""activity"":""ส่งหนังสือเชิญ-ไปรษณีย์"",""date"":""""}]","[{""ca"":""20009430227"",""kw_pk"":""244.09"",""rate"":""3224""}]",244.09,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EQKmXtnC0otOhie2W1ralYABkPHSyIs1V3aw-P0S2M6UUA?e=ysN2vL,,https://moevethailand-my.sharepoint.com/:f:/g/personal/sarayut_s_moevedigital_com/EonNyvPbLEtDki8Ww4FTZXkBtZPEnAcZcr-AVYpCWD22lg?e=akVrW5,
87,151,170,168.8,,โรงเรียนกีฬาจังหวัดขอนแก่น,38/2 หมู่ 4 บ้านพรหมนิมิต,โคกสี,เมืองขอนแก่น,ขอนแก่น,40000,ไม่พบ,ตะวันออกเฉียงเหนือ,กระทรวงการท่องเที่ยวและกีฬา,,กฟฉ.1,3224,20014865203,สนใจ,,ส่งหนังสือเชิญแล้ว-ไปรษณีย์,,7,7,7,2.5,5.9,,,24-28 Mar,,,,,,043-424345,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,M000176,,ไม่ซ้ำ,16.4552509,102.9471086,File Phat,,,,,,,,,,,,,,,,,,,,,
88,152,560,553.6,,โรงเรียนแก่นนครวิทยาลัย,4 หมู่ 2 ถนนเหล่านาดี,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,4210,ตะวันออกเฉียงเหนือ,สพม.ขอนแก่น,,กฟฉ.1,3224,20014865139,สนใจ,,ส่งหนังสือเชิญแล้ว-อีเมลล์,,7,7,7,10,7.8,saraban@knw.ac.th,saraban@knw.ac.th,24-28 Mar,,,,,,043-225-636,,#N/A,#N/A,,,,,,,,,,,,,,Nop,,,1,M000177,,ไม่ซ้ำ,16.4159076,102.8238854,File Phat,,,,,,,,,,,,,,,,,,,,,
89,154,90,86,,โรงเรียนขามแก่นนคร,ถ.กสิกรทุ่งสร้าง,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,1544,ตะวันออกเฉียงเหนือ,สพม.ขอนแก่น,,กฟฉ.1,3224,20014865061,,,,,,,,,,,,,,,,,,,59302.21,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,16.4698139,102.8540972,File original,,,,,,,,,,,,,,,,,,,,,
90,156,90,89.08,,โรงเรียนชนบทศึกษา,207 ม.3 ถ.แจ้งสนิท,ชนบท,ชนบท,ขอนแก่น,40180,1048,ตะวันออกเฉียงเหนือ,สพม.ขอนแก่น,,กฟฉ.1,3224,20014766318,,,,,,,,,,,,,,,,,,,67386.03,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,16.088871,102.6113967,File original,,,,,,,,,,,,,,,,,,,,,
91,158,320,314.4,,โรงเรียนชุมแพศึกษา,เลขที่ 167 หมู่ 18 ถนนมลิวรรณ,ชุมแพ,ชุมแพ,ขอนแก่น,40130,2954,ตะวันออกเฉียงเหนือ,สพม.ขอนแก่น,,กฟฉ.1,3224,20014904157,ตอบรับหนังสือเชิญ,,,,7,7,8,6.5,7.1,,,24-25 May,,นางรัชนี หล้าจาด,รองผู้อำนวยการสถานศึกษา,087-2340003,,,,,#N/A,,,,3642,2024-07-19,๐๔๒๙๕.๐๒๔/๕๒๕,2024-06-21,,,,,,,Nop,Pla,,1,M000185,อาจารย์โจ้,ไม่ซ้ำ,16.5412068,102.1132298,File Phat,"[{""status"":""สนใจนำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""2024-06-21""}]","[{""activity"":""ส่งหนังสือเชิญ-ไปรษณีย์"",""date"":""""}]","[{""ca"":""20014904157"",""kw_pk"":""322.56"",""rate"":""3224""}]",322.56,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EQDXeCIgCopPq3Iz4D787-cBF-hFU6BZ3KGp7OmF-WYEwA?e=WaYnCw,,,
92,161,170,160.25,,โรงเรียนเทศบาลวัดกลาง,เลขที่ 9 ถ.เหล่านาดี,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,ไม่พบ,ตะวันออกเฉียงเหนือ,เทศบาลนคร,,กฟฉ.1,3224,20015034917,สนใจ,,ส่งหนังสือเชิญ,,7,7,7,2.5,5.9,ติดปัญหาเรื่องโครงสร้าง มีเจ้าหน้าที่เคยเข้าไปแล้วติดต่อกับเทศบาลแล้ว ต้องได้ปรับปรุงหลังคา 084-8873449 ครูสมควร,084-8873449 ครูสมควร,24-28 Mar,ออมสิน,,,,,043-222258,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,M000189,,ไม่ซ้ำ,16.4132301,102.8314915,File Phat,,,,,,,,,,,,,,,,,,,,,
93,163,140,131.47,,โรงเรียนเทศบาลสวนสนุก,70 ถ.กลางเมือง,ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,ไม่พบ,ตะวันออกเฉียงเหนือ,เทศบาลนคร,,กฟฉ.1,3224,20014865006,,,,,,,,,,,,,,,,,,,100128.54,#N/A,i2,กลางเล็ก,,,,,,,,,,,,,,,,,,,,16.4212546,102.8344332,File original,,,,,,,,,,,,,,,,,,,,,
94,164,120,112.63,,โรงเรียนโนนหันวิทยายน,108 ม.9 ถนนมลิวรรณ,โนนหัน,ชุมแพ,ขอนแก่น,40290,ไม่พบ,ตะวันออกเฉียงเหนือ,อบจ.,,กฟฉ.1,3224,20014922526,,,,,,,,,,,,,,,,,,,82536.24,#N/A,i2,กลางเล็ก,,,,,,,,,,,,,,,,,,,,16.5873937,102.002637,File original,,,,,,,,,,,,,,,,,,,,,
95,165,390,389.36,,โรงเรียนบ้านไผ่,851 หมู่ 1 ถนนเจนจบทิศ,ในเมือง,บ้านไผ่,ขอนแก่น,40110,2703,ตะวันออกเฉียงเหนือ,สพม.ขอนแก่น,,กฟฉ.1,3224,20015628539,สนใจ,,ส่งหนังสือเชิญแล้ว-ไปรษณีย์,,7,7,7,8,7.3,,,24-28 Mar,,,,,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,M000197,,ไม่ซ้ำ,16.0717586,102.7338184,File Phat,,,,,,,,,,,,,,,,,,,,,
96,166,80,73.28,,โรงเรียนพลประชานุกูล,311 ถนนเสริมสวาสดิ์,เมืองพล,พล,ขอนแก่น,40120,ไม่พบ,ตะวันออกเฉียงเหนือ,เทศบาลเมือง,,กฟฉ.1,3224,20014538723,,,,,,,,,,,,,,,,,,,50628.83,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,15.8115702,102.6005283,File original,,,,,,,,,,,,,,,,,,,,,
97,167,200,194.09,,โรงเรียนภูเวียงวิทยาคม,เลขที่ 300 หมู่ 4 ถนนภูเวียง-กุดฉิม,ภูเวียง,ภูเวียง,ขอนแก่น,40150,2218,ตะวันออกเฉียงเหนือ,สพม.ขอนแก่น,,กฟฉ.1,3224,20014520520,,,,,7,7,7,3.5,6.1,เบอร์ติดต่อไม่ได้,,24-28 Mar,ออมสิน,,,,,,,,#N/A,,,,,,,,,,,,,,Nop,,,1,M000201,,ไม่ซ้ำ,16.659181,102.3682808,File Phat,,,"[{""ca"":""20014520520"",""kw_pk"":""183.96"",""rate"":""3224""}]",183.96,,,,,,,,,,,,,0,,,,
98,168,200,188.2,,โรงเรียนมัญจาศึกษา,205 ถนน กลางเมือง,กุดเค้า,มัญจาคีรี,ขอนแก่น,40160,1931,ตะวันออกเฉียงเหนือ,สพม.ขอนแก่น,,กฟฉ.1,3224,20016257405,สนใจ,,ส่งหนังสือเชิญแล้ว-ไปรษณีย์,,7,7,7,3.5,6.1,ส่งหนังสือเชิญ,,24-28 Mar,ออมสิน,,,,,,200000,,#N/A,,,,,,,,,,,,,,Nop,,,1,M000202,,ไม่ซ้ำ,16.1315798,102.5349656,File Phat,"[{""status"":""สนใจ"",""date"":""""}]","[{""activity"":""ส่งหนังสือเชิญแล้ว-ไปรษณีย์"",""date"":""""}]","[{""ca"":""20016257405"",""kw_pk"":""181.44"",""rate"":""3224""}]",181.44,,,,,,,,,,,,,0,,,,
99,169,300,296.97,,โรงเรียนเมืองพลพิทยาคม,เลขที่ 123 หมู่ 11 ถนน เมืองพล-แวงน้อย,ลอมคอม,พล,ขอนแก่น,40120,ไม่พบ,ตะวันออกเฉียงเหนือ,อบจ.,,กฟฉ.1,3224,20014538567,สนใจ,,ส่งหนังสือเชิญแล้ว-ไปรษณีย์,,7,7,7,6,6.8,,,24-28 Mar,,,,,,043 009861,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,M000203,,ไม่ซ้ำ,,,"File Phat,add",,,,,,,,,,,,,,,,,,,,,
100,171,80,77.9,,โรงเรียนแวงน้อยศึกษา,นรฟ.,แวงน้อย,แวงน้อย,ขอนแก่น,40230,666,ตะวันออกเฉียงเหนือ,สพม.ขอนแก่น,,กฟฉ.1,3224,20015424954,,,,,,,,,,,,,,,,,,,53598.56,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,15.8124414,102.4152714,File original,,,,,,,,,,,,,,,,,,,,,
101,172,300,299.67,,โรงเรียนศรีกระนวนวิทยาคม,เลขที่ 406 หมู่ที่ 18 ถนนกระนวน-ท่าคันโท,หนองโก,กระนวน,ขอนแก่น,40170,2870,ตะวันออกเฉียงเหนือ,สพม.ขอนแก่น,,กฟฉ.1,3224,20016184678,สนใจ,,ส่งหนังสือเชิญแล้ว-ไปรษณีย์,,7,7,7,6,6.8,ส่งหนังสือเชิญ,,24-28 Mar,ออมสิน,,,,,,,,#N/A,,,,,,,,,,,,,,Nop,,,1,M000206,,ไม่ซ้ำ,16.7217892,103.0811985,File Phat,"[{""status"":""สนใจ"",""date"":""""}]","[{""activity"":""ส่งหนังสือเชิญแล้ว-ไปรษณีย์"",""date"":""""}]","[{""ca"":""20016184678"",""kw_pk"":""287.28"",""rate"":""3224""}]",287.28,,,,,,,,,,,,,0,,,,
102,178,290,281.66,,โรงเรียนหนองเรือวิทยา,เลขที่ 40 หมู่ที่ 13,หนองเรือ,หนองเรือ,ขอนแก่น,40210,2576,ตะวันออกเฉียงเหนือ,สพม.ขอนแก่น,,กฟฉ.1,3224,20014966801,รอเซ็นต์สัญญา,,ติดตามเอกสารที่เกี่ยวข้อง,,9,9,10,5.5,6.6,,,24-28 Mar,ออมสิน,นายจีระยุทธ พุทธรักษาพิทักษ์,ผู้อำนวยการสถานศึกษา,080-1659989/043-294332,นายจีระยุทธ พุทธรักษาพิทักษ์,,"218,169.53",,I2,,,,930,2024-03-06,๐๔๒๙๕.๐๘๐/๑๕๓,2024-03-04,๕๓๐๓.๑๐/๔๕๐๒๐,2024-06-25,,,๐๔๒๙๕.๐๘๐/๕๐๔,2024-07-24,Nop,Nop,45473,1,M000215,อาจารย์โจ้,ไม่ซ้ำ,16.494250,102.433106,"File Phat,add","[{""status"":""สนใจนำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""2024-03-04""},{""status"":""กฟภ. ส่งข้อเสนอโครงการ+ร่างสัญญา"",""date"":""2024-06-25""},{""status"":""นำเสนอข้อเสนอโครงการ"",""date"":""2024-07-09""},{""status"":""ตอบรับร่างสัญญาโครงการ"",""date"":""2024-07-24""}]","[{""activity"":""ส่งหนังสือเชิญ-ไปรษณีย์"",""date"":""""},{""activity"":""ติดตามตามเอกสารรอเซ็นต์สัญญา"",""date"":""2024-07-24""}]","[{""ca"":""20014966801"",""kw_pk"":""264.60"",""rate"":""3224""}]",264.6,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EZGQMaP_uiBEkJ2p_OAhcdMBPn6IhaEs4X-omkx1Xdq7pg?e=wU4bqd,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EVfgmA8tgLNCtzGPNZylZ0kB2uKTsyLOi0SmPeX0334bLQ?e=FmxkLh,https://moevethailand-my.sharepoint.com/:f:/g/personal/sarayut_s_moevedigital_com/EoBglwGjsEVIljxXKuMix_IBGiDiY9ahbyHB402SKPzu2g?e=yB5QQg,
103,180,300,296.97,,อบจ.ขอนแก่น (โรงเรียนเมืองพลพิทยาคม),หนองอรุณ,ลอมคอม,พล,ขอนแก่น,40120,ไม่พบ,ตะวันออกเฉียงเหนือ,อบจ.,,กฟฉ.1,3224,20014538567,,,,,,,,,,,,,,,,,,,247627.33,#N/A,i2,กลางใหญ่,,,,,,,,,,,,,,,,,,,,15.8082255,102.5880446,File original,,,,,,,,,,,,,,,,,,,,,
104,181,70,66.07,,โรงเรียนแก่งหางแมวพิทยาคาร,เลขที่ 12 หมู่ 2,แก่งหางแมว,แก่งหางแมว,จันทบุรี,22160,1082,ตะวันออก,สพม.จันทบุรี ตราด,,กฟก.2,3224,20002023577,,,,,,,,,,,,,,,,,,,64934.02,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,13.0401607,101.9098053,File original,,,,,,,,,,,,,,,,,,,,,
105,183,60,52.77,,โรงเรียนคิชฌกูฏวิทยา,1/28 ม.5,พลวง,เขาคิชฌกูฏ,จันทบุรี,22210,830,ตะวันออก,สพม.จันทบุรี ตราด,,กฟก.2,3224,20001951152,,,,,,,,,,,,,,,,,,,49456.97,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,12.8054245,102.1179417,File original,,,,,,,,,,,,,,,,,,,,,
106,184,140,138.65,,โรงเรียนท่าใหม่(พูลสวัสดิ์ราษฎร์นุกูล),เลขที่ 100 ถนนสัมปทาน,ท่าใหม่,ท่าใหม่,จันทบุรี,22120,1490,ตะวันออก,สพม.จันทบุรี ตราด,,กฟก.2,3224,20001957854,สนใจ,,ส่งหนังสือเชิญแล้ว-ไลน์,,,,,,#VALUE!,punsawat.pr@gmail.com ส่งทางไลน์,punsawat.pr@gmail.com ส่งทางไลน์,,หมิง,0641519453 ครูทัษยศ,,039-431341,,039-431341หรือ punsawat.pr@gmail.com,,#N/A,#N/A,กลางเล็ก,นายปรีดี โสโป,039-314402-3,,,,,,,,,,,Nop,,,1,M000043,,ไม่ซ้ำ,,,"File Phat,add",,,,,,,,,,,,,,,,,,,,,
